postUrl,description,commentCount,likeCount,location,locationId,pubDate,likedByViewer,isSidecar,type,caption,profileUrl,username,fullName,imgUrl,postId,query,timestamp,sidecarMedias,videoUrl,videoDuration,playCount,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,viewCount
https://www.instagram.com/p/C84RP0sNii4/,"𝗡𝗮𝗿𝗿𝗮𝘁𝗶𝘃𝗲 𝗦𝗻𝗲𝗮𝗸 𝗣𝗲𝗲𝗸: 𝗪𝗵𝗶𝗰𝗵 𝗳𝗮𝗿𝗺𝗶𝗻𝗴 𝗽𝗿𝗮𝗰𝘁𝗶𝗰𝗲𝘀 𝘄𝗼𝘂𝗹𝗱 𝘁𝗵𝗲 𝗽𝘂𝗯𝗹𝗶𝗰 𝘀𝘂𝗽𝗽𝗼𝗿𝘁 𝗯𝗮𝗻𝗻𝗶𝗻𝗴?

During our research, we have asked the public about their support for various farming practices. Opinions varied significantly, but chicken cages emerged as the practice with the highest support for a ban. These cages were viewed as having the least necessity and one of the highest levels of harm. Conversely, farming animals for food had the highest perceived necessity, the lowest harm rating, and the least support for a ban.

This highlighted an intriguing inverse relationship between perceived harm, necessity, and support for a ban. Specifically, the greater the perceived harm and the lower the perceived necessity, the stronger the support for a ban.

By targeting policies that already have high levels of public support, it should be much easier to mobilise around the issue and have the policy passed at a national level. Additionally, by emphasizing the harm and redundancy of cruel practices in our messaging, we can influence public support for bans.",2,19,,,2024-07-01T11:57:18.000Z,false,false,Photo,"Photo by Animal Think Tank on July 01, 2024. May be a graphic of calendar and text.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/449466693_1019528153078925_5225850129867482647_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4Nzg1LnNkci5mMjkzNTAifQ&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=109&_nc_ohc=H3LEi_rCyOsQ7kNvgG4F81Y&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzQwMjU0NTM3MjYzNzU3MTI1Ng%3D%3D.2-ccb7-5&oh=00_AYC7k6zHPugutOTCwesMAsY8c_MkOGXlrGF2fqFKFXW6Qg&oe=66B2133B&_nc_sid=ee9879,3402545372637571256,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.350Z,,,,,,,,,
https://www.instagram.com/p/C8CC0SmKuSJ/,"Humans are caring by nature and if we see another animal in need, we automatically want to help them. Recently, a whole community in Bolivia exemplified this by coming together to assist a stranded pink dolphin and her baby. The dolphins became a local attraction and the residents waved goodbye with flags and cheers as they were released into the Isiboro river. 🐬 ✨ 
 
Stories like this are powerful. They help people see our animal cousins as part of an ‘us’, rather than an ‘other’. They reinforce many helpful narratives, like kinship, good neighbours, altruism and animal freedom. And they show humans living up to their values, which can help connect with people’s aspirational identities and inspire them to do the same.",0,10,,,2024-06-10T10:32:13.000Z,false,false,Photo,"Photo by Animal Think Tank on June 10, 2024. May be an image of 4 people.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/448189112_505886971770184_7932316697691775570_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDgxMC5zZHIuZjI5MzUwIn0&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=EnV0Dz1JNg8Q7kNvgERSIbN&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM4NzI4MjI1OTIwOTU0NDg0MQ%3D%3D.2-ccb7-5&oh=00_AYBQoMnQMIb6UrOVwQcs-hdDT5Uh_l9qU87VcRg8NL7IYw&oe=66B2298A&_nc_sid=ee9879,3387282259209544841,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.350Z,,,,,,,,,
https://www.instagram.com/p/C73s-kAKTgy/,"🔉 We have just published another narrative sneak peek: 𝗪𝗵𝘆 𝗰𝗼𝗻𝘃𝗶𝗻𝗰𝗶𝗻𝗴 𝘁𝗵𝗲 𝗽𝘂𝗯𝗹𝗶𝗰 𝗶𝘀 𝗺𝗼𝗿𝗲 𝘁𝗵𝗮𝗻 𝘀𝗶𝗺𝗽𝗹𝘆 𝘀𝗵𝗼𝘄𝗶𝗻𝗴 𝘁𝗵𝗲𝗺 𝘁𝗵𝗲 𝗳𝗮𝗰𝘁𝘀...

⤷ The link is in our profile.

This blog dives into the stories we tell ourselves and the biases that support them from a cognitive psychologist’s perspective. Discover why people cling to harmful mindsets that perpetuate animal oppression and explore strategies to address these challenges effectively.

💡 By leveraging these psychological theories, animal advocates can craft messages that resonate deeply with people’s motivations, encouraging support for animal freedom.

Read it now! ⤷ The link is in our profile.",0,12,,,2024-06-06T10:08:58.000Z,false,false,Photo,"Photo by Animal Think Tank on June 06, 2024. May be a graphic of text that says '""Nearly 70 years of psychological research on motivated reasoning and cognitive biases have shown that the beliefs and ttitudes we hold are often less about representing objective reality and more about how those beliefs bolster our self- esteem and benefit us materially and socially."" Animal Think Tank Why convincing the public is more than simply showing them the facts... ANIMALTHINKTANK.UBSTACK.COM'.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/447921864_469929305572583_2957971590189614905_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjAweDEyMDAuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_ohc=3UK_BfP5sxsQ7kNvgHWZcXh&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM4NDM3MTQ1ODMwMzY3MDMyMg%3D%3D.2-ccb7-5&oh=00_AYBoAlz9W0d8-sVppdbi4tbv4Qsxbt1_izSS94o8CuKgFg&oe=66B225EF&_nc_sid=ee9879,3384371458303670322,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,,,,,,,,,
https://www.instagram.com/p/C7wSClnq0tJ/,"Join us next month for a strategic discussion of the future of animal rights in the UK: 𝗪𝗵𝗲𝗿𝗲 𝗩𝗶𝘀𝗶𝗼𝗻 𝗠𝗲𝗲𝘁𝘀 𝗦𝘁𝗿𝗮𝘁𝗲𝗴𝘆: 𝗖𝗿𝗮𝗳𝘁𝗶𝗻𝗴 𝗼𝘂𝗿 𝟰𝟬-𝘆𝗲𝗮𝗿 𝗥𝗼𝗮𝗱𝗺𝗮𝗽 𝘁𝗼 𝗔𝗻𝗶𝗺𝗮𝗹 𝗙𝗿𝗲𝗲𝗱𝗼𝗺.

⤷ The registration link is in our profile. 

🗓 July 3rd, Wednesday 
⏰ 4:30-5:30 PM (BST)

Animal Think Tank has spent the past year consulting with UK animal freedom movement leaders, legal, economic and political experts, grassroots activists and the general public, to develop a movement strategy. This roadmap is designed to amplify our movement’s collective impact and achieve fundamental rights for fellow animals in the UK in the next 40 years. 

In this talk, our Direction Lead Laila Kassam will discuss ...
⭐ the ‘Good Strategy’ principles that have guided past movements and how we’ve applied them. 
⭐ the methodology we’re using to develop our strategy. 
⭐ insights from our research and the potential strategic pathways that can help us build movement unity and momentum.

⏳ Space is limited, and our webinars fill up quickly. ⏳ 

Sign up and secure your free ticket now! ⤷ The link is in our profile. 

.
.
.

#animalrights #vegan #veganuk #strategy #animalfreedom #animaljustice #vegansofig",0,22,,,2024-06-03T12:58:55.000Z,false,false,Photo,"Photo by Animal Think Tank on June 03, 2024. May be an image of 1 person, emu, magazine, poster and text that says 'ANIMALTHINKTANK|PUBLICWEBINAR ANIMAL THINK TANK PUBLIC WEBINAR Where Vision Meets Strategy: Crafting our 40-year Roadmap to Animal Freedom in the UK 3rdJuly|Wednesday 3rd July Wednesday 4:30 4:30-5:30PM(BST) 4:30-5:30 5:30 PM (BST) 機通司 Direction Lead DrectionLeodotAnimalLALA DirectionLeadatAnimal at Animal LAILA Think Tank KASSAM'.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/447535172_1652620251944008_693861598000442737_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzUweDE2ODcuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=_ss6q_PoxxMQ7kNvgGTDRvp&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM4MjI4MjY2MjgyNTM4MDY4MQ%3D%3D.2-ccb7-5&oh=00_AYD7XHIJuhxV8nrAumAz8WEpT7m8z0ERZTzK38ltC1ACzQ&oe=66B22A51&_nc_sid=ee9879,3382282662825380681,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,,,,,,,,,
https://www.instagram.com/p/C7oU3hnqCYH/,"𝗡𝗲𝘄𝘀 𝗦𝘁𝗼𝗿𝘆 𝗼𝗳 𝘁𝗵𝗲 𝗠𝗼𝗻𝘁𝗵: 𝗪𝗼𝘂𝗻𝗱𝗲𝗱 𝗢𝗿𝗮𝗻𝗴𝘂𝘁𝗮𝗻 𝗛𝗲𝗮𝗹𝘀 𝗛𝗶𝗺𝘀𝗲𝗹𝗳 𝗨𝘀𝗶𝗻𝗴 𝗣𝗹𝗮𝗻𝘁𝘀! 🌿🦧

Raku, a male orangutan, made headlines when he was seen chewing a medicinal plant into a paste and applying it to a wound on his cheek, which then healed completely within a month. This marks the first time a free-living animal has been observed treating an injury with medicine.

Biologist Dr. Isabella Laumer commented, “I think in the next few years we will discover even more behaviours and more abilities that are very human-like.”

This story reinforces the 𝗮𝗻𝗶𝗺𝗮𝗹 𝗮𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀 narrative, highlighting the intelligence and inner lives of our animal cousins. Our own research has found that this narrative is incredibly persuasive because it helps people build empathy and understand that other animals are very similar to humans in many ways.

𝘞𝘩𝘢𝘵 𝘩𝘦𝘭𝘱𝘧𝘶𝘭 𝘴𝘵𝘰𝘳𝘪𝘦𝘴 𝘢𝘣𝘰𝘶𝘵 𝘰𝘵𝘩𝘦𝘳 𝘢𝘯𝘪𝘮𝘢𝘭𝘴 𝘩𝘢𝘷𝘦 𝘺𝘰𝘶 𝘴𝘦𝘦𝘯 𝘪𝘯 𝘵𝘩𝘦 𝘯𝘦𝘸𝘴 𝘳𝘦𝘤𝘦𝘯𝘵𝘭𝘺? 𝘞𝘦’𝘥 𝘭𝘰𝘷𝘦 𝘵𝘰 𝘩𝘦𝘢𝘳 𝘧𝘳𝘰𝘮 𝘺𝘰𝘶! 𝘠𝘰𝘶 𝘤𝘢𝘯 𝘤𝘰𝘯𝘵𝘢𝘤𝘵 𝘶𝘴 𝘥𝘪𝘳𝘦𝘤𝘵𝘭𝘺 𝘩𝘦𝘳𝘦: 𝘯𝘢𝘳𝘳𝘢𝘵𝘪𝘷𝘦@𝘢𝘯𝘪𝘮𝘢𝘭𝘵𝘩𝘪𝘯𝘬𝘵𝘢𝘯𝘬.𝘰𝘳𝘨.𝘶𝘬

#newsupdate #animalabilities #narrative #vegan #animalfreedom #veganuk",0,5,,,2024-05-31T10:49:41.000Z,false,false,Photo,"Photo by Animal Think Tank on May 31, 2024.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/447075765_417925027729032_8582907548701350716_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTM3eDY0MC5zZHIuZjI5MzUwIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=zevoYeldhIoQ7kNvgEynEtX&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM4MDA0MzI5Njk0MTgxMTIwNw%3D%3D.2-ccb7-5&oh=00_AYBPSs1L3Etdor1Kai9gp5MbYXXTW9FBhV3uQ-rxR3wILw&oe=66B24291&_nc_sid=ee9879,3380043296941811207,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,,,,,,,,,
https://www.instagram.com/p/C7l-ME6KlIS/,"🚨 New Volunteer Opportunity! 🚨

We are looking for passionate part-time volunteers to support the work of our Narrative Team!✨

Help us with: 

📄 Transcribing interviews and focus group discussions 
📚 Reading research & writing engaging literature reviews 
📈 Conducting media and movement analysis 
📝 Compiling texts for corpus linguistic analysis

Got the skills? Apply or inquire at recruit@animalthinktank.org.uk. We’d love to hear from you! 💌 

#Volunteer #RemoteWork #JoinOurTeam #Research #MediaAnalysis #transcription",0,13,,,2024-05-30T12:53:02.000Z,false,false,Photo,"Photo by Animal Think Tank on May 30, 2024. May be a graphic of poster and magazine.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/447080312_1600771957323924_5841523576964695013_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=49yR2b-kx1EQ7kNvgGP4vVS&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM3OTM4MDYwNDE5OTY1MzkwNg%3D%3D.2-ccb7-5&oh=00_AYCFix3k5vqtQVTB6jPJVou0O1UZLqJcoaf8jiABLQkcnQ&oe=66B227D9&_nc_sid=ee9879,3379380604199653906,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,,,,,,,,,
https://www.instagram.com/p/C7WkJjcNMh6/,"For our narrative sneak peek today, we’re excited to share insights from our research on trust in different groups to prioritise the welfare of farmed animals in the UK. 🐄🐖

We asked our participants which groups they trusted ""a lot"" or ""a great deal,"" and the results were as follows:

𝐇𝐢𝐠𝐡𝐥𝐲 𝐭𝐫𝐮𝐬𝐭𝐞𝐝: Vets, animal welfare charities, and animal rights groups (over 50%). 🩺
𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞𝐥𝐲 𝐭𝐫𝐮𝐬𝐭𝐞𝐝: Farmers (42%). 🚜
𝐋𝐨𝐰 𝐭𝐫𝐮𝐬𝐭: Corporations (13.5%), politicians (3.6%), the government (8.5%), and the government's enforcement of animal welfare laws (11.4%). 🏛️

These findings provide potential opportunities for our framing of the 'enemy’ in future messaging. Due to systemic shortcomings and a lack of accountability, the public is already inclined to distrust corporations, politicians, and the government when it comes to animal welfare. 

Let us know your thoughts in the comments! 👇

#animaladvocacy #animalrights #narrative #research #veganuk #vegan",1,12,,,2024-05-24T13:16:54.000Z,false,false,Photo,"Photo by Animal Think Tank on May 24, 2024. May be a graphic.",https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/446112799_1003211954544728_3331445966413653257_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi42NDB4NjkxLnNkci5mMjkzNTAifQ&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=uXcAYt6UTWMQ7kNvgG5Eggh&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM3NTA0Mzk1Njk2NDY0MDg5MA%3D%3D.2-ccb7-5&oh=00_AYC-qp8ALvf2eev7ASzAs6bFVZwqLLRWNm0rIanXI5OsqQ&oe=66B22BB4&_nc_sid=ee9879,3375043956964640890,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,,,,,,,,,
https://www.instagram.com/p/C7UQdOitsvj/,"Here are some key takeaways from our most recent blog post, 𝐂𝐫𝐚𝐟𝐭𝐢𝐧𝐠 𝐚 𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐒𝐭𝐨𝐫𝐲: 𝐓𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐟𝐨𝐫 𝐘𝐞𝐬.
⤷ The blog link is in our profile.

To successfully legalise abortion in Ireland, Together for Yes employed an effective narrative strategy which ...

🎯 Focused on understanding the anxieties of conflicted voters.
❤️ Shifted from sympathy appeals to an empathy approach by personalising the narrative.
🤝 Avoided the use of graphic images and focused on rational conversation.
👨‍👩‍👧‍👦 Framed the issue as a public concern, emphasising its impact on families and communities.

⤷ For more details, check out the blog link in our profile.

#vegan #animaladvocacy #animalrightss #veganuk #narrative",0,17,,,2024-05-23T15:46:20.000Z,false,true,Photo,,https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/446100754_479251067835401_7014405529890001004_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=JwkA38cAXb8Q7kNvgExhgCP&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM3NDM5NDM4NzIwOTY2ODg3Mw%3D%3D.2-ccb7-5&oh=00_AYBi56Qlf8CLup5GwaI17lXkJzzFXt0z2OGyXQZUln9fGA&oe=66B2216C&_nc_sid=ee9879,3374394387209668873,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,5,,,,,,,,
https://www.instagram.com/p/C7UQdOitsvj/,"Here are some key takeaways from our most recent blog post, 𝐂𝐫𝐚𝐟𝐭𝐢𝐧𝐠 𝐚 𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐒𝐭𝐨𝐫𝐲: 𝐓𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐟𝐨𝐫 𝐘𝐞𝐬.
⤷ The blog link is in our profile.

To successfully legalise abortion in Ireland, Together for Yes employed an effective narrative strategy which ...

🎯 Focused on understanding the anxieties of conflicted voters.
❤️ Shifted from sympathy appeals to an empathy approach by personalising the narrative.
🤝 Avoided the use of graphic images and focused on rational conversation.
👨‍👩‍👧‍👦 Framed the issue as a public concern, emphasising its impact on families and communities.

⤷ For more details, check out the blog link in our profile.

#vegan #animaladvocacy #animalrightss #veganuk #narrative",0,17,,,2024-05-23T15:46:20.000Z,false,true,Photo,,https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/445832553_298104683368432_5270576903614184160_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=VKF8djC6WVQQ7kNvgFO-tzi&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM3NDM5NDM4NzE4NDcxNDg3OA%3D%3D.2-ccb7-5&oh=00_AYBn61j7j88pVRkoMrlOfvIuWkmwdUapo6RY_o0Ep4-zeg&oe=66B2189D&_nc_sid=ee9879,3374394387184714878,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,5,,,,,,,,
https://www.instagram.com/p/C7UQdOitsvj/,"Here are some key takeaways from our most recent blog post, 𝐂𝐫𝐚𝐟𝐭𝐢𝐧𝐠 𝐚 𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐒𝐭𝐨𝐫𝐲: 𝐓𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐟𝐨𝐫 𝐘𝐞𝐬.
⤷ The blog link is in our profile.

To successfully legalise abortion in Ireland, Together for Yes employed an effective narrative strategy which ...

🎯 Focused on understanding the anxieties of conflicted voters.
❤️ Shifted from sympathy appeals to an empathy approach by personalising the narrative.
🤝 Avoided the use of graphic images and focused on rational conversation.
👨‍👩‍👧‍👦 Framed the issue as a public concern, emphasising its impact on families and communities.

⤷ For more details, check out the blog link in our profile.

#vegan #animaladvocacy #animalrightss #veganuk #narrative",0,17,,,2024-05-23T15:46:20.000Z,false,true,Photo,,https://www.instagram.com/animal_think_tank,animal_think_tank,Animal Think Tank,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/445838607_1488922462061857_7015830902148735918_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyOTM1MCJ9&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=T7lDI-zy6acQ7kNvgF8d0m5&gid=a272964e1b0e4f6abea48080c2062ace&edm=ACWDqb8BAAAA&ccb=7-5&ig_cache_key=MzM3NDM5NDM4NzE4NDY0MDM4MQ%3D%3D.2-ccb7-5&oh=00_AYASBcb7Ze3EEX8nyPUnW7A6WOmuXRDLb91N5bS-PWoBvw&oe=66B22954&_nc_sid=ee9879,3374394387184640381,https://www.instagram.com/animal_think_tank/,2024-08-02T03:42:31.351Z,5,,,,,,,,
